,HODBIN2,DATE,station_id,WEEKDAY,LAT,LON,ENTRIES_diff_sum,EXITS_diff_sum
222,4,10/15/2019,50 ST-D,Tuesday,40.636232,-73.994765,22.0,46.0
223,4,10/15/2019,51 ST-6,Tuesday,40.757108,-73.97187,287.0,134.0
224,4,10/15/2019,57 ST-7 AV-NQRW,Tuesday,40.764755,-73.980646,345.0,115.0
225,4,10/15/2019,57 ST-F,Tuesday,40.763625,-73.977449,131.0,127.0
226,4,10/15/2019,59 ST COLUMBUS-1ABCD,Tuesday,40.76811,-73.981891,1022.0,427.0
227,4,10/15/2019,59 ST-456NQRW,Tuesday,40.762796,-73.967686,581.0,273.0
228,4,10/15/2019,59 ST-NRW,Tuesday,40.641426,-74.017972,94.0,202.0
229,4,10/15/2019,7 AV-BDE,Tuesday,40.762877,-73.98159,158.0,247.0
230,4,10/15/2019,7 AV-BQ,Tuesday,40.677172,-73.972514,49.0,43.0
231,4,10/15/2019,7 AV-FG,Tuesday,40.666276,-73.980324,48.0,61.0
232,4,10/15/2019,GRD CNTRL-42 ST-4567S,Tuesday,40.751849,-73.976945,926.0,673.0
233,4,10/15/2019,LEXINGTON AV/53-6EM,Tuesday,40.757529999999996,-73.969102,396.0,219.0
234,4,10/15/2019,TIMES SQ-42 ST-1237ACENQRS,Tuesday,40.755905,-73.98650400000001,694.0,142.0
235,4,10/15/2019,TIMES SQ-42 ST-1237ACENQRSW,Tuesday,40.755905,-73.98650400000001,1614.0,840.0
236,4,10/16/2019,42 ST-BRYANT PK-7BDFM,Wednesday,40.754197999999995,-73.984573,1336.0,526.0
237,4,10/16/2019,42 ST-PORT AUTH-1237ACEGNRSW,Wednesday,40.757303,-73.98978699999999,163.0,242.0
238,4,10/16/2019,42 ST-PORT AUTH-1237ACENQRSW,Wednesday,40.757303,-73.98978699999999,1019.0,1219.0
239,4,10/16/2019,47-50 STS ROCK-BDFM,Wednesday,40.758652000000005,-73.981311,1622.0,336.0
240,4,10/16/2019,5 AV/53 ST-EM,Wednesday,40.760179,-73.975196,45.0,480.0
241,4,10/16/2019,5 AV/59 ST-NQRW,Wednesday,40.764909,-73.973372,16.0,131.0
242,4,10/16/2019,5 AVE-7BDFM,Wednesday,40.753824,-73.981966,242.0,76.0
243,4,10/16/2019,50 ST-1,Wednesday,40.761675,-73.983908,703.0,250.0
244,4,10/16/2019,50 ST-CE,Wednesday,40.762439,-73.985989,370.0,277.0
245,4,10/16/2019,50 ST-D,Wednesday,40.636232,-73.994765,32.0,57.0
246,4,10/16/2019,51 ST-6,Wednesday,40.757108,-73.97187,411.0,151.0
247,4,10/16/2019,57 ST-F,Wednesday,40.763625,-73.977449,280.0,236.0
248,4,10/16/2019,59 ST COLUMBUS-1ABCD,Wednesday,40.76811,-73.981891,1385.0,577.0
249,4,10/16/2019,59 ST-456NQRW,Wednesday,40.762796,-73.967686,804.0,272.0
250,4,10/16/2019,59 ST-NRW,Wednesday,40.641426,-74.017972,90.0,244.0
251,4,10/16/2019,7 AV-BDE,Wednesday,40.762877,-73.98159,306.0,329.0
252,4,10/16/2019,7 AV-BQ,Wednesday,40.677172,-73.972514,34.0,44.0
253,4,10/16/2019,7 AV-FG,Wednesday,40.666276,-73.980324,43.0,45.0
254,4,10/16/2019,GRD CNTRL-42 ST-4567S,Wednesday,40.751849,-73.976945,1406.0,846.0
255,4,10/16/2019,LEXINGTON AV/53-6EM,Wednesday,40.757529999999996,-73.969102,541.0,328.0
256,4,10/16/2019,TIMES SQ-42 ST-1237ACENQRS,Wednesday,40.755905,-73.98650400000001,869.0,129.0
257,4,10/16/2019,TIMES SQ-42 ST-1237ACENQRSW,Wednesday,40.755905,-73.98650400000001,1958.0,827.0
258,4,10/17/2019,42 ST-BRYANT PK-7BDFM,Thursday,40.754197999999995,-73.984573,1187.0,404.0
259,4,10/17/2019,42 ST-PORT AUTH-1237ACEGNRSW,Thursday,40.757303,-73.98978699999999,142.0,226.0
260,4,10/17/2019,42 ST-PORT AUTH-1237ACENQRSW,Thursday,40.757303,-73.98978699999999,930.0,1122.0
261,4,10/17/2019,47-50 STS ROCK-BDFM,Thursday,40.758652000000005,-73.981311,1636.0,315.0
262,4,10/17/2019,5 AV/53 ST-EM,Thursday,40.760179,-73.975196,49.0,493.0
263,4,10/17/2019,5 AV/59 ST-NQRW,Thursday,40.764909,-73.973372,11.0,124.0
264,4,10/17/2019,5 AVE-7BDFM,Thursday,40.753824,-73.981966,225.0,60.0
265,4,10/17/2019,50 ST-1,Thursday,40.761675,-73.983908,672.0,213.0
266,4,10/17/2019,50 ST-CE,Thursday,40.762439,-73.985989,530.0,241.0
267,4,10/17/2019,50 ST-D,Thursday,40.636232,-73.994765,31.0,51.0
268,4,10/17/2019,51 ST-6,Thursday,40.757108,-73.97187,411.0,164.0
