,DATE,station_id,LAT,LON,ENTRIES_diff_sum,EXITS_diff_sum
160,10/12/2019,96 ST-6,40.785821999999996,-73.95097,7348.0,2527.0
161,10/12/2019,96 ST-BC,40.791654,-73.964682,8918.0,7362.0
162,10/12/2019,ALABAMA AV-J,40.677107,-73.898871,27.0,92.0
163,10/12/2019,ALLERTON AV-25,40.865481,-73.867393,3102.0,1326.0
164,10/12/2019,AQUEDUCT N.COND-A,40.668234000000005,-73.834058,408.0,1470.0
165,10/12/2019,AQUEDUCT RACETR-A,40.668221,-73.834026,1570.0,158.0
166,10/12/2019,ASTOR PL-6,40.730056,-73.99104200000001,24902.0,27122.0
167,10/12/2019,ASTORIA DITMARS-NQW,40.774984,-73.91206700000001,9480.0,7823.0
168,10/12/2019,ATL AV-BARCLAY-2345BDNQR,40.684063,-73.977417,90284.0,94368.0
169,10/12/2019,ATLANTIC AV-L,40.675496,-73.902819,670.0,290.0
170,10/12/2019,AVENUE H-BQ,40.629164,-73.961678,1830.0,1350.0
171,10/12/2019,AVENUE I-F,40.625305,-73.975732,432.0,174.0
172,10/12/2019,AVENUE J-BQ,40.625028,-73.960819,3146.0,1374.0
173,10/12/2019,AVENUE M-BQ,40.617568,-73.95936,2385.0,959.0
174,10/12/2019,AVENUE N-F,40.615173999999996,-73.974166,2084.0,744.0
175,10/12/2019,AVENUE P-F,40.609147,-73.97298599999999,928.0,395.0
176,10/12/2019,AVENUE U-BQ,40.599307,-73.955916,4737.0,1705.0
177,10/12/2019,AVENUE U-F,40.596065,-73.973329,568.0,370.0
178,10/12/2019,AVENUE U-N,40.597482,-73.979359,2506.0,2732.0
179,10/12/2019,AVENUE X-F,40.589546999999996,-73.974295,1356.0,587.0
180,10/12/2019,B'WAY-LAFAYETTE-6BDFQ,40.725297,-73.996204,36134.0,42134.0
181,10/12/2019,BAY 50 ST-D,40.588879,-73.98362900000001,1415.0,416.0
182,10/12/2019,BAY PKWY-D,40.601898,-73.993821,4144.0,1367.0
183,10/12/2019,BAY PKWY-F,40.620907,-73.975453,456.0,242.0
184,10/12/2019,BAY PKWY-N,40.612006,-73.98200899999999,6980.0,9302.0
185,10/12/2019,BAY RIDGE AV-R,40.634945,-74.023411,4388.0,2441.0
186,10/12/2019,BAY RIDGE-95 ST-R,40.616624,-74.030964,5748.0,3390.0
187,10/12/2019,BAYCHESTER AV-5,40.878656,-73.838596,1476.0,291.0
188,10/12/2019,BEACH 105 ST-AS,40.583542,-73.82643,83.0,95.0
189,10/12/2019,BEACH 25 ST-A,40.600138,-73.76151999999999,817.0,807.0
190,10/12/2019,BEACH 36 ST-A,40.595381,-73.768194,528.0,573.0
191,10/12/2019,BEACH 44 ST-A,40.593214,-73.776433,428.0,455.0
192,10/12/2019,BEACH 60 ST-A,40.592334,-73.788493,1143.0,832.0
193,10/12/2019,BEACH 67 ST-A,40.590866999999996,-73.797011,1513.0,985.0
194,10/12/2019,BEACH 90 ST-AS,40.588032,-73.813684,507.0,437.0
195,10/12/2019,BEACH 98 ST-AS,40.585514,-73.820143,229.0,210.0
196,10/12/2019,BEDFORD AV-L,40.717240999999994,-73.956614,15981.0,11061.0
